enwiki	page	restore	2021-01-01 00:00:28.0		196446	BD2412	BD2412			sysop	sysop			false	false	false	false	2005-02-20 18:14:10.0		2005-02-20 18:14:10.0	\N	\N	65196625	BD2412/sandbox/21	BD2412/Archive_044	2	false	2	false	false	false	2020-09-02 15:09:28.0	2019-09-24 15:11:55.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 00:36:40.0		2157954	DGG	DGG			abusefilter,checkuser,oversight,sysop	abusefilter,checkuser,oversight,sysop			true	false	false	false	2006-09-05 03:20:12.0	2006-09-05 03:20:13.0	2006-09-05 09:05:45.0	\N	\N	63081101	Douglass_Whitfield_Bailey	Douglass_Whitfield_Bailey	118	false	118	false	false	false	2020-02-11 07:03:37.0	2020-02-11 07:03:37.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 04:09:49.0		10734192	Ivanvector	Ivanvector			sysop	checkuser,sysop			true	false	false	false	2009-10-08 19:28:45.0	2009-10-08 19:28:47.0	2009-10-08 22:11:47.0	\N	\N	65838208	Qatch	Qatch	0	true	0	true	true	false	2020-05-08 10:40:30.0	2020-11-14 09:57:26.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 07:27:36.0		119438	Anthony Appleyard	Anthony Appleyard			sysop	sysop			false	false	false	false	2004-10-17 18:23:46.0		2004-10-17 14:25:31.0	\N	\N	65458785	Articles_containing_Old_English_(c._450-1100)-language_text	Articles_containing_Old_English_(ca._450-1100)-language_text	14	false	14	false	false	false	2020-09-30 11:24:57.0	2020-09-30 11:24:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 07:28:33.0		119438	Anthony Appleyard	Anthony Appleyard			sysop	sysop			false	false	false	false	2004-10-17 18:23:46.0		2004-10-17 14:25:31.0	\N	\N	65458785	Articles_containing_Old_English_(c._450-1100)-language_text	Articles_containing_Old_English_(ca._450-1100)-language_text	14	false	14	false	false	false	2020-09-30 11:24:57.0	2020-09-30 11:24:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 07:29:52.0		119438	Anthony Appleyard	Anthony Appleyard			sysop	sysop			false	false	false	false	2004-10-17 18:23:46.0		2004-10-17 14:25:31.0	\N	\N	65458785	Articles_containing_Old_English_(c._450-1100)-language_text	Articles_containing_Old_English_(ca._450-1100)-language_text	14	false	14	false	false	false	2020-09-30 11:24:57.0	2020-09-30 11:24:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 07:36:02.0		119438	Anthony Appleyard	Anthony Appleyard			sysop	sysop			false	false	false	false	2004-10-17 18:23:46.0		2004-10-17 14:25:31.0	\N	\N	65458785	Articles_containing_Old_English_(c._450-1100)-language_text	Articles_containing_Old_English_(ca._450-1100)-language_text	14	false	14	false	false	false	2020-09-30 11:24:57.0	2020-09-30 11:24:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 07:36:59.0		119438	Anthony Appleyard	Anthony Appleyard			sysop	sysop			false	false	false	false	2004-10-17 18:23:46.0		2004-10-17 14:25:31.0	\N	\N	65458785	Articles_containing_Old_English_(ca._450-1100)-language_text	Articles_containing_Old_English_(ca._450-1100)-language_text	14	false	14	false	false	false	2020-09-30 11:24:57.0	2020-09-30 11:24:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 11:46:46.0		38427	Graeme Bartlett	Graeme Bartlett			sysop	sysop			false	false	false	false	2004-01-15 22:01:32.0		2004-01-15 22:01:32.0	\N	\N	31132320	Helen_Shivers	Helen_Shivers	0	true	0	true	true	false	2008-09-19 00:04:58.0	2007-05-14 02:34:57.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	page	restore	2021-01-01 11:49:31.0		38427	Graeme Bartlett	Graeme Bartlett			sysop	sysop			false	false	false	false	2004-01-15 22:01:32.0		2004-01-15 22:01:32.0	\N	\N	63170420	Pamela_Elkik	Pamela_Elkik	118	false	118	false	false	false	2020-02-21 09:23:43.0	2020-02-21 09:23:43.0	\N	\N	\N									\N	\N	\N	\N				\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
